The calculation of time series is done!
Total route number:  24
Sparsity of adj:  0.041666666666666664
The weighted matrix of temporal graph is generated!
The shape of localized adjacency matrix: (96, 96)
begin training
| end of epoch 348 | time: 10.66s | train_loss 62.7960 | valid mse 5.1590
| end of epoch 349 | time: 10.76s | train_loss 61.9523 | valid mse 5.1611
| end of epoch 350 | time: 10.57s | train_loss 62.7263 | valid mse 5.1804
| end of epoch 351 | time: 10.63s | train_loss 62.7271 | valid mse 5.1759
| end of epoch 352 | time: 11.24s | train_loss 62.1882 | valid mse 5.1333
| end of epoch 353 | time: 11.10s | train_loss 62.6643 | valid mse 5.1610
| end of epoch 354 | time: 10.86s | train_loss 62.3941 | valid mse 5.1896
| end of epoch 355 | time: 10.43s | train_loss 62.3853 | valid mse 5.1751
| end of epoch 356 | time: 10.34s | train_loss 62.2810 | valid mse 5.1894
| end of epoch 357 | time: 10.72s | train_loss 62.5945 | valid mse 5.1599
| end of epoch 358 | time: 10.34s | train_loss 62.6009 | valid mse 5.1440
| end of epoch 359 | time: 10.28s | train_loss 62.3583 | valid mse 5.1605
| end of epoch 360 | time: 10.27s | train_loss 62.4556 | valid mse 5.1394
| end of epoch 361 | time: 11.98s | train_loss 62.4553 | valid mse 5.1475
| end of epoch 362 | time: 11.28s | train_loss 63.0176 | valid mse 5.1613
| end of epoch 363 | time: 10.94s | train_loss 62.2688 | valid mse 5.1513
| end of epoch 364 | time: 10.80s | train_loss 62.3433 | valid mse 5.1570
| end of epoch 365 | time: 10.67s | train_loss 62.4655 | valid mse 5.1340
| end of epoch 366 | time: 10.49s | train_loss 62.2604 | valid mse 5.1325
| end of epoch 367 | time: 10.39s | train_loss 62.4681 | valid mse 5.1567
| end of epoch 368 | time: 10.69s | train_loss 62.2474 | valid mse 5.1455
| end of epoch 369 | time: 10.62s | train_loss 62.5112 | valid mse 5.1572
| end of epoch 370 | time: 10.55s | train_loss 62.5260 | valid mse 5.1309
| end of epoch 371 | time: 10.75s | train_loss 62.5653 | valid mse 5.1406
| end of epoch 372 | time: 10.59s | train_loss 62.3198 | valid mse 5.1345
| end of epoch 373 | time: 10.73s | train_loss 62.7980 | valid mse 5.2410
| end of epoch 374 | time: 10.71s | train_loss 61.8896 | valid mse 5.1486
| end of epoch 375 | time: 11.06s | train_loss 62.2459 | valid mse 5.1286
| end of epoch 376 | time: 11.10s | train_loss 61.9855 | valid mse 5.1472
| end of epoch 377 | time: 10.68s | train_loss 62.3168 | valid mse 5.1460
| end of epoch 378 | time: 10.67s | train_loss 61.9631 | valid mse 5.1466
| end of epoch 379 | time: 10.40s | train_loss 62.0081 | valid mse 5.1510
| end of epoch 380 | time:  9.87s | train_loss 62.3377 | valid mse 5.1677
| end of epoch 381 | time:  9.77s | train_loss 61.8396 | valid mse 5.1511
| end of epoch 382 | time:  9.80s | train_loss 62.6449 | valid mse 5.1265
| end of epoch 383 | time: 11.58s | train_loss 62.8029 | valid mse 5.1491
| end of epoch 384 | time: 11.86s | train_loss 62.0027 | valid mse 5.1206
| end of epoch 385 | time: 11.22s | train_loss 62.4804 | valid mse 5.1505
| end of epoch 386 | time: 10.33s | train_loss 62.3774 | valid mse 5.1283
| end of epoch 387 | time: 10.17s | train_loss 62.2996 | valid mse 5.1551
| end of epoch 388 | time: 10.24s | train_loss 62.3641 | valid mse 5.1732
| end of epoch 389 | time: 10.43s | train_loss 61.8624 | valid mse 5.1145
| end of epoch 390 | time: 10.35s | train_loss 62.4581 | valid mse 5.1311
| end of epoch 391 | time: 10.82s | train_loss 62.2183 | valid mse 5.1313
| end of epoch 392 | time: 10.41s | train_loss 62.0733 | valid mse 5.1588
| end of epoch 393 | time: 10.56s | train_loss 62.1896 | valid mse 5.1515
| end of epoch 394 | time: 11.83s | train_loss 62.3024 | valid mse 5.1318
| end of epoch 395 | time: 12.40s | train_loss 62.3713 | valid mse 5.1548
| end of epoch 396 | time: 12.31s | train_loss 62.3799 | valid mse 5.1192
| end of epoch 397 | time: 11.33s | train_loss 62.1981 | valid mse 5.1285
| end of epoch 398 | time: 11.92s | train_loss 62.3537 | valid mse 5.1280
| end of epoch 399 | time: 10.80s | train_loss 62.4415 | valid mse 5.1145
| end of epoch 400 | time: 10.24s | train_loss 62.1610 | valid mse 5.1161
| end of epoch 401 | time: 10.11s | train_loss 62.3214 | valid mse 5.1265
| end of epoch 402 | time: 10.26s | train_loss 62.2963 | valid mse 5.1337
| end of epoch 403 | time: 10.18s | train_loss 63.3563 | valid mse 5.1635
| end of epoch 404 | time: 10.02s | train_loss 61.8687 | valid mse 5.1983
| end of epoch 405 | time: 10.55s | train_loss 62.1879 | valid mse 5.1220
| end of epoch 406 | time: 10.96s | train_loss 62.3558 | valid mse 5.1410
| end of epoch 407 | time: 11.04s | train_loss 61.9569 | valid mse 5.1234
| end of epoch 408 | time: 10.37s | train_loss 62.3471 | valid mse 5.1522
| end of epoch 409 | time: 10.58s | train_loss 62.3613 | valid mse 5.1070
| end of epoch 410 | time: 10.72s | train_loss 62.1450 | valid mse 5.1185
| end of epoch 411 | time: 10.76s | train_loss 62.4279 | valid mse 5.1276
| end of epoch 412 | time: 10.96s | train_loss 62.6745 | valid mse 5.1285
| end of epoch 413 | time: 10.66s | train_loss 62.4243 | valid mse 5.1350
| end of epoch 414 | time: 11.01s | train_loss 61.9266 | valid mse 5.1333
| end of epoch 415 | time: 11.12s | train_loss 63.0920 | valid mse 5.1256
| end of epoch 416 | time: 11.01s | train_loss 62.5466 | valid mse 5.1192
| end of epoch 417 | time: 11.70s | train_loss 61.4412 | valid mse 5.1639
| end of epoch 418 | time: 11.29s | train_loss 61.8231 | valid mse 5.1432
| end of epoch 419 | time: 10.40s | train_loss 61.8649 | valid mse 5.1148
| end of epoch 420 | time: 10.20s | train_loss 61.8484 | valid mse 5.1403
| end of epoch 421 | time:  9.91s | train_loss 62.9529 | valid mse 5.1385
| end of epoch 422 | time:  9.89s | train_loss 62.1486 | valid mse 5.1311
| end of epoch 423 | time: 10.22s | train_loss 62.3179 | valid mse 5.1379
| end of epoch 424 | time: 10.24s | train_loss 62.8077 | valid mse 5.1693
| end of epoch 425 | time:  9.83s | train_loss 61.6066 | valid mse 5.1206
| end of epoch 426 | time: 10.10s | train_loss 62.5232 | valid mse 5.1143
| end of epoch 427 | time: 10.23s | train_loss 61.9602 | valid mse 5.1321
| end of epoch 428 | time: 10.39s | train_loss 61.6862 | valid mse 5.1339
| end of epoch 429 | time: 10.66s | train_loss 61.9537 | valid mse 5.1166
| end of epoch 430 | time: 10.43s | train_loss 62.2332 | valid mse 5.1268
| end of epoch 431 | time:  9.97s | train_loss 62.3321 | valid mse 5.1244
| end of epoch 432 | time: 10.57s | train_loss 61.5975 | valid mse 5.1088
| end of epoch 433 | time: 10.45s | train_loss 61.9973 | valid mse 5.1515
| end of epoch 434 | time: 10.37s | train_loss 61.9590 | valid mse 5.1545
| end of epoch 435 | time: 10.52s | train_loss 62.3661 | valid mse 5.1317
| end of epoch 436 | time: 10.72s | train_loss 62.4629 | valid mse 5.1226
| end of epoch 437 | time: 10.89s | train_loss 62.0606 | valid mse 5.1256
| end of epoch 438 | time: 10.40s | train_loss 61.8856 | valid mse 5.1104
| end of epoch 439 | time: 11.40s | train_loss 62.3402 | valid mse 5.1130
early stop at epoch: 0439
MAE  :
horizon-0  :  1.5637290477752686
all  :  1.5637290477752686
MSE  :
horizon-0  :  5.133752822875977
all  :  5.133752822875977
RMSE  :
horizon-0  :  2.2657785415649414
all  :  2.2657785415649414
masked_MAPE  :
horizon-0  :  57.82409906387329
all  :  57.82409906387329
StemGNN_MAPE  :
horizon-0  :  147.33724692584224
all  :  147.33724692584224
PCC  :
horizon-0  :  0.982568934441497
all  :  0.982568934441497
node_wise_PCC  :
horizon-0  :  0.7738561630249023
all  :  0.7738561630249023
